"Nr","Datum","Jahr","Land","Stadt","Umsatz","Kosten","Rücksendung","Bereich","Produktgruppe","Logistik-Code","Kunde"
"941","7/30/2027","2027","Deutschland","Bremen","6928.95","5543.16","","Bereich-3","prd-60","3-43674-3","C-65"
"942","7/31/2027","2027","Südkorea","Naju","5694.60","4555.68","","Bereich-3","prd-79","6-43662-1","C-85"
"943","8/1/2027","2027","Südkorea","Naju","7734.30","6187.44","","Bereich-4","prd-38","6-43663-1","C-85"
"944","8/2/2027","2027","China","Jinan","5386.05","4308.84","","Bereich-2","prd-98","4-43673-2","C-124"
"945","8/3/2027","2027","USA","Fort Worth","7054.50","5643.60","1","Bereich-4","prd-30","1-43668-3","C-76"
"946","8/4/2027","2027","Südkorea","Naju","4592.85","3674.28","","Bereich-2","prd-92","2-43668-3","C-107"
"947","8/5/2027","2027","Südkorea","Naju","5001.45","4001.16","1","Bereich-3","prd-67","5-43667-2","C-65"
"948","8/6/2027","2027","Mexiko","San Luis Potosi","9553.95","7643.16","","Bereich-5","prd-17","8-43667-1","C-109"
"949","8/7/2027","2027","USA","Fort Worth","8286.00","6628.80","","Bereich-4","prd-21","1-43669-3","C-76"
"950","8/8/2027","2027","China","Jinan","5309.55","4247.64","","Bereich-2","prd-100","11-43665-1","C-137"
"951","8/9/2027","2027","China","Jinan","6508.65","5206.92","","Bereich-5","prd-1","11-43667-1","C-137"
"952","8/10/2027","2027","Südkorea","Naju","5820.90","4656.72","","Bereich-4","prd-35","2-43669-3","C-107"
"953","8/11/2027","2027","USA","Fort Worth","6236.85","4989.48","","Bereich-1","prd-51","12-43672-1","C-53"
"954","8/12/2027","2027","USA","Fort Worth","8341.05","6672.84","","Bereich-5","prd-19","1-43670-3","C-76"
"955","8/13/2027","2027","Mexiko","San Luis Potosi","6032.85","4826.28","","Bereich-5","prd-16","8-43669-1","C-109"
"956","8/14/2027","2027","USA","Fort Worth","5908.20","4726.56","","Bereich-5","prd-18","1-43671-3","C-76"
"957","8/15/2027","2027","Deutschland","Bremen","3544.35","2835.48","","Bereich-4","prd-26","3-43675-3","C-65"
"958","8/16/2027","2027","Vereinigtes Königreich","Birmingham","6685.95","5348.76","","Bereich-3","prd-74","10-43674-2","C-115"
"959","8/17/2027","2027","Deutschland","Bremen","6033.60","4826.88","","Bereich-3","prd-75","3-43676-3","C-65"
"960","8/18/2027","2027","Mexiko","San Luis Potosi","6515.70","5212.56","","Bereich-1","prd-57","8-43671-1","C-109"
"961","8/19/2027","2027","China","Jinan","6563.85","5251.08","","Bereich-1","prd-49","4-43674-2","C-124"
"962","8/20/2027","2027","Südkorea","Naju","6225.75","4980.60","","Bereich-5","prd-16","6-43664-1","C-85"
"963","8/21/2027","2027","Südkorea","Naju","7110.75","5688.60","","Bereich-3","prd-72","5-43668-2","C-65"
"964","8/22/2027","2027","Südkorea","Naju","10528.05","8422.44","","Bereich-3","prd-78","5-43669-2","C-65"
"965","8/23/2027","2027","Mexiko","San Luis Potosi","9239.85","7391.88","","Bereich-3","prd-67","8-43673-1","C-109"
"966","8/24/2027","2027","Mexiko","San Luis Potosi","2055.45","1644.36","","Bereich-4","prd-25","9-43656-1","C-117"
"967","8/25/2027","2027","Südkorea","Gimhae","7378.20","5902.56","1","Bereich-5","prd-8","5-43670-2","C-65"
"968","8/26/2027","2027","USA","Fort Worth","9180.90","7344.72","","Bereich-3","prd-78","1-43672-3","C-76"
"969","8/27/2027","2027","Südkorea","Gimhae","6027.00","4821.60","1","Bereich-2","prd-87","6-43665-1","C-85"
"970","8/28/2027","2027","China","Luoyang","5290.95","4232.76","","Bereich-5","prd-12","4-43675-2","C-124"
"971","8/29/2027","2027","USA","Fort Worth","6266.55","5013.24","","Bereich-3","prd-68","12-43673-1","C-53"
"972","8/30/2027","2027","Vereinigtes Königreich","Birmingham","5962.80","4770.24","","Bereich-5","prd-8","7-43670-1","C-141"
"973","8/31/2027","2027","USA","Fort Worth","9042.30","7233.84","","Bereich-2","prd-98","1-43673-3","C-76"
"974","9/1/2027","2027","Südkorea","Gimhae","7288.50","5830.80","","Bereich-3","prd-61","5-43671-2","C-65"
"975","9/2/2027","2027","Südkorea","Gimhae","5627.40","4501.92","","Bereich-1","prd-56","2-43670-3","C-107"
"976","9/3/2027","2027","USA","Hartford","6777.60","5422.08","1","Bereich-2","prd-83","1-43674-3","C-76"
"977","9/4/2027","2027","Südkorea","Gimhae","5478.00","4382.40","","Bereich-5","prd-4","6-43666-1","C-85"
"978","9/5/2027","2027","USA","Hartford","7922.25","6337.80","1","Bereich-5","prd-13","1-43675-3","C-76"
"979","9/6/2027","2027","USA","Hartford","5137.35","4109.88","1","Bereich-2","prd-100","12-43674-1","C-53"
"980","9/7/2027","2027","USA","Hartford","7113.60","5690.88","","Bereich-3","prd-72","1-43676-3","C-76"
"981","9/8/2027","2027","USA","Hartford","6320.55","5056.44","","Bereich-3","prd-67","1-43677-3","C-76"
"982","9/9/2027","2027","Südkorea","Gimhae","6566.55","5253.24","","Bereich-3","prd-73","5-43672-2","C-65"
"983","9/10/2027","2027","USA","Hartford","4453.80","3563.04","","Bereich-5","prd-19","12-43675-1","C-53"
"984","9/11/2027","2027","Deutschland","Bremen","6312.90","5050.32","","Bereich-1","prd-56","3-43677-3","C-65"
"985","9/12/2027","2027","USA","Hartford","4156.95","3325.56","","Bereich-3","prd-72","12-43676-1","C-53"
"986","9/13/2027","2027","China","Luoyang","4587.75","3670.20","1","Bereich-5","prd-16","11-43669-1","C-137"
"987","9/14/2027","2027","China","Luoyang","6126.60","4901.28","","Bereich-1","prd-52","11-43671-1","C-137"
"988","9/15/2027","2027","USA","Hartford","5654.25","4523.40","1","Bereich-1","prd-59","1-43649-3","C-76"
"989","9/16/2027","2027","USA","Hartford","6404.55","5123.64","","Bereich-5","prd-19","1-43650-3","C-76"
"990","9/17/2027","2027","Deutschland","Bremen","6825.45","5460.36","","Bereich-1","prd-57","3-43668-3","C-65"
"991","9/18/2027","2027","Mexiko","San Luis Potosi","7770.15","6216.12","","Bereich-4","prd-34","8-43675-1","C-109"
"992","9/19/2027","2027","USA","Hartford","6813.15","5450.52","","Bereich-1","prd-44","12-43677-1","C-53"
"993","9/20/2027","2027","China","Luoyang","5678.70","4542.96","","Bereich-5","prd-2","4-43676-2","C-124"
"994","9/21/2027","2027","Mexiko","Durango","7772.40","6217.92","","Bereich-5","prd-11","8-43677-1","C-109"
"995","9/22/2027","2027","USA","Hartford","7227.60","5782.08","","Bereich-5","prd-8","1-43651-3","C-76"
"996","9/23/2027","2027","Südkorea","Gimhae","6676.95","5341.56","","Bereich-3","prd-78","6-43667-1","C-85"
"997","9/24/2027","2027","USA","Hartford","8362.80","6690.24","","Bereich-1","prd-40","1-43652-3","C-76"
"998","9/25/2027","2027","Deutschland","Bremen","5897.40","4717.92","","Bereich-3","prd-77","3-43669-3","C-65"
"999","9/26/2027","2027","Deutschland","Bremen","9546.15","7636.92","","Bereich-4","prd-33","3-43670-3","C-65"
"1000","9/27/2027","2027","Deutschland","Bremen","7158.00","5726.40","","Bereich-5","prd-3","3-43671-3","C-65"
"1001","9/28/2027","2027","Südkorea","Gimhae","5534.55","4427.64","","Bereich-5","prd-3","6-43647-1","C-85"
"1002","9/29/2027","2027","Südkorea","Gimhae","6284.70","5027.76","","Bereich-5","prd-1","2-43647-1","C-107"
"1003","9/30/2027","2027","Vereinigtes Königreich","Birmingham","5437.65","6198.92","","Bereich-1","prd-56","7-43647-1","C-141"
"1004","10/1/2027","2027","China","Luoyang","8587.20","9789.41","","Bereich-2","prd-92","4-43647-1","C-124"
"1005","10/2/2027","2027","USA","Hartford","9439.05","10760.52","","Bereich-2","prd-85","1-43647-1","C-76"
"1006","10/3/2027","2027","USA","Hartford","5506.35","6277.24","","Bereich-4","prd-35","1-43647-1","C-76"
"1007","10/4/2027","2027","Südkorea","Gimhae","6589.80","7512.37","","Bereich-1","prd-59","2-43648-1","C-107"
"1008","10/5/2027","2027","USA","Hartford","6166.05","7029.30","","Bereich-3","prd-77","1-43648-1","C-76"
"1009","10/6/2027","2027","Südkorea","Gimhae","10650.60","12141.68","","Bereich-2","prd-80","5-43647-1","C-65"
"1010","10/7/2027","2027","USA","Hartford","8602.05","9806.34","","Bereich-5","prd-11","1-43648-1","C-76"
"1011","10/8/2027","2027","USA","Hartford","5246.40","4197.12","1","Bereich-2","prd-97","1-43649-1","C-76"
"1012","10/9/2027","2027","China","Luoyang","6857.40","5485.92","","Bereich-1","prd-56","4-43648-1","C-124"
"1013","10/10/2027","2027","Deutschland","Bremen","7771.50","6217.20","","Bereich-1","prd-55","3-43647-1","C-65"
"1014","10/11/2027","2027","Südkorea","Gimhae","6337.65","5070.12","","Bereich-3","prd-76","5-43647-1","C-65"
"1015","10/12/2027","2027","Deutschland","Bremen","8289.75","6631.80","","Bereich-1","prd-51","3-43648-1","C-65"
"1016","10/13/2027","2027","Südkorea","Gimhae","10390.50","8312.40","1","Bereich-3","prd-60","5-43648-1","C-65"
"1017","10/14/2027","2027","Südkorea","Gimhae","7198.20","5758.56","","Bereich-5","prd-7","2-43649-1","C-107"
"1018","10/15/2027","2027","Südkorea","Gimhae","7931.70","6345.36","","Bereich-5","prd-13","5-43648-1","C-65"
"1019","10/16/2027","2027","China","Luoyang","3970.95","3176.76","","Bereich-4","prd-27","4-43649-1","C-124"
"1020","10/17/2027","2027","USA","Salem","9539.10","7631.28","","Bereich-5","prd-19","1-43650-1","C-76"
"1021","10/18/2027","2027","Südkorea","Gimhae","6535.20","5228.16","","Bereich-2","prd-92","2-43650-1","C-107"
"1022","10/19/2027","2027","Deutschland","Hamburg","4127.10","3301.68","1","Bereich-2","prd-99","3-43649-1","C-65"
"1023","10/20/2027","2027","Deutschland","Hamburg","9112.95","7290.36","","Bereich-1","prd-56","3-43650-1","C-65"
"1024","10/21/2027","2027","Südkorea","Gimhae","5137.65","4110.12","","Bereich-1","prd-54","2-43651-1","C-107"
"1025","10/22/2027","2027","Südkorea","Gimhae","6381.75","5105.40","","Bereich-2","prd-83","6-43648-1","C-85"
"1026","10/23/2027","2027","Deutschland","Hamburg","7612.05","6089.64","","Bereich-2","prd-80","3-43651-1","C-65"
"1027","10/24/2027","2027","USA","Salem","7007.85","5606.28","","Bereich-3","prd-68","12-43647-1","C-53"
"1028","10/25/2027","2027","Mexiko","Durango","7071.60","5657.28","","Bereich-2","prd-98","9-43647-1","C-117"
"1029","10/26/2027","2027","Deutschland","Hamburg","7543.65","6034.92","","Bereich-2","prd-87","3-43652-1","C-65"
"1030","10/27/2027","2027","Südkorea","Gimhae","5849.70","4679.76","","Bereich-3","prd-75","2-43652-1","C-107"
"1031","10/28/2027","2027","China","Luoyang","4834.80","3867.84","","Bereich-5","prd-3","4-43650-1","C-124"
"1032","10/29/2027","2027","Deutschland","Hamburg","6253.65","5002.92","","Bereich-2","prd-91","3-43653-1","C-65"
"1033","10/30/2027","2027","USA","Salem","5889.60","4711.68","","Bereich-3","prd-69","12-43648-1","C-53"
"1034","10/31/2027","2027","Südkorea","Gimhae","4778.10","3822.48","1","Bereich-5","prd-19","6-43649-1","C-85"
"1035","11/1/2027","2027","China","Luoyang","7172.70","5738.16","","Bereich-1","prd-58","11-43647-1","C-137"
"1036","11/2/2027","2027","Südkorea","Gimhae","5153.40","4122.72","","Bereich-1","prd-52","2-43653-1","C-107"
"1037","11/3/2027","2027","Mexiko","Durango","4595.25","3676.20","","Bereich-2","prd-84","8-43647-1","C-109"
"1038","11/4/2027","2027","China","Luoyang","6168.90","4935.12","","Bereich-4","prd-25","4-43651-1","C-124"
"1039","11/5/2027","2027","Mexiko","Durango","4276.35","3421.08","","Bereich-1","prd-51","9-43648-1","C-117"
"1040","11/6/2027","2027","Südkorea","Gimhae","4943.55","3954.84","","Bereich-2","prd-91","6-43650-1","C-85"
"1041","11/7/2027","2027","Südkorea","Gimhae","5840.25","4672.20","","Bereich-1","prd-46","2-43654-1","C-107"
"1042","11/8/2027","2027","Deutschland","Hamburg","9094.05","7275.24","1","Bereich-1","prd-46","3-43654-1","C-65"
"1043","11/9/2027","2027","USA","Salem","8994.30","7195.44","","Bereich-4","prd-37","1-43651-1","C-76"
"1044","11/10/2027","2027","USA","Salem","6670.35","5336.28","","Bereich-3","prd-72","1-43652-1","C-76"
"1045","11/11/2027","2027","Vereinigtes Königreich","Birmingham","8422.65","6738.12","","Bereich-5","prd-16","10-43647-1","C-115"
"1046","11/12/2027","2027","Mexiko","Durango","6861.60","5489.28","","Bereich-3","prd-60","9-43649-1","C-117"
"1047","11/13/2027","2027","Südkorea","Bucheon","8130.00","6504.00","","Bereich-1","prd-42","5-43649-1","C-65"
"1048","11/14/2027","2027","China","Luoyang","5532.30","4425.84","","Bereich-5","prd-6","4-43652-1","C-124"
"1049","11/15/2027","2027","Deutschland","Hamburg","6716.55","5373.24","1","Bereich-4","prd-28","3-43655-1","C-65"
"1050","11/16/2027","2027","USA","Salem","9042.30","7233.84","","Bereich-5","prd-16","1-43653-1","C-76"
"1051","11/17/2027","2027","Vereinigtes Königreich","Birmingham","8451.60","6761.28","","Bereich-4","prd-33","10-43648-1","C-115"
"1052","11/18/2027","2027","China","Luoyang","6597.15","5277.72","","Bereich-2","prd-84","4-43653-1","C-124"
"1053","11/19/2027","2027","Vereinigtes Königreich","Birmingham","11326.50","9061.20","","Bereich-5","prd-4","10-43649-1","C-115"
"1054","11/20/2027","2027","Mexiko","Durango","4633.35","3706.68","","Bereich-3","prd-61","9-43650-1","C-117"
"1055","11/21/2027","2027","USA","Salem","5905.35","4724.28","1","Bereich-3","prd-66","1-43654-1","C-76"
"1056","11/22/2027","2027","Deutschland","Hamburg","7496.55","5997.24","","Bereich-1","prd-59","3-43656-1","C-65"
"1057","11/23/2027","2027","Vereinigtes Königreich","Birmingham","4964.25","3971.40","","Bereich-4","prd-32","7-43649-1","C-141"
"1058","11/24/2027","2027","Deutschland","Hamburg","7787.25","6229.80","1","Bereich-4","prd-21","3-43657-1","C-65"
"1059","11/25/2027","2027","USA","Salem","8631.45","6905.16","","Bereich-1","prd-43","1-43655-1","C-76"
"1060","11/26/2027","2027","Vereinigtes Königreich","Birmingham","4506.00","3604.80","","Bereich-4","prd-21","7-43651-1","C-141"
"1061","11/27/2027","2027","Südkorea","Bucheon","5845.35","4676.28","","Bereich-3","prd-60","5-43650-1","C-65"
"1062","11/28/2027","2027","Südkorea","Bucheon","12189.45","9751.56","","Bereich-1","prd-53","5-43651-1","C-65"
"1063","11/29/2027","2027","Südkorea","Bucheon","7023.45","5618.76","","Bereich-5","prd-4","2-43655-1","C-107"
"1064","11/30/2027","2027","USA","Salem","7672.80","6138.24","","Bereich-2","prd-92","1-43656-1","C-76"
"1065","12/1/2027","2027","Vereinigtes Königreich","Birmingham","8471.70","6777.36","","Bereich-2","prd-96","10-43650-1","C-115"
"1066","12/2/2027","2027","China","Luoyang","4508.25","3606.60","","Bereich-1","prd-47","4-43654-1","C-124"
"1067","12/3/2027","2027","Deutschland","Hamburg","4499.55","3599.64","","Bereich-1","prd-59","3-43658-1","C-65"
"1068","12/4/2027","2027","USA","Salem","5460.60","4368.48","","Bereich-2","prd-80","1-43657-1","C-76"
"1069","12/5/2027","2027","Südkorea","Bucheon","6576.15","5260.92","","Bereich-2","prd-98","5-43652-1","C-65"
"1070","12/6/2027","2027","USA","Salem","5937.75","4750.20","1","Bereich-1","prd-50","12-43649-1","C-53"
"1071","12/7/2027","2027","Deutschland","Hamburg","5302.35","4241.88","","Bereich-1","prd-49","3-43659-1","C-65"
"1072","12/8/2027","2027","Mexiko","Durango","9707.55","7766.04","","Bereich-3","prd-68","8-43648-1","C-109"
"1073","12/9/2027","2027","Deutschland","Hamburg","11228.10","8982.48","","Bereich-2","prd-96","3-43660-1","C-65"
"1074","12/10/2027","2027","USA","Salem","9145.65","7316.52","","Bereich-5","prd-13","1-43658-1","C-76"
"1075","12/11/2027","2027","Südkorea","Bucheon","6529.65","5223.72","","Bereich-1","prd-44","5-43653-1","C-65"
"1076","12/12/2027","2027","Deutschland","Hamburg","8846.25","7077.00","","Bereich-2","prd-93","3-43661-1","C-65"
"1077","12/13/2027","2027","USA","Salem","9833.70","7866.96","1","Bereich-1","prd-49","1-43659-1","C-76"
"1078","12/14/2027","2027","China","Luoyang","7121.85","5697.48","1","Bereich-4","prd-37","4-43655-1","C-124"
"1079","12/15/2027","2027","Südkorea","Bucheon","6400.95","5120.76","","Bereich-3","prd-62","5-43654-1","C-65"
"1080","12/16/2027","2027","Deutschland","Hamburg","8325.00","6660.00","","Bereich-3","prd-73","3-43662-1","C-65"
"1081","12/17/2027","2027","Südkorea","Bucheon","4784.55","3827.64","","Bereich-5","prd-18","2-43656-1","C-107"
"1082","12/18/2027","2027","USA","Salem","4319.70","3455.76","","Bereich-5","prd-8","12-43650-1","C-53"
"1083","12/19/2027","2027","USA","Montgomery","5961.00","4768.80","","Bereich-2","prd-97","12-43651-1","C-53"
"1084","12/20/2027","2027","USA","Montgomery","7283.85","5827.08","","Bereich-4","prd-22","12-43652-1","C-53"
"1085","12/21/2027","2027","USA","Montgomery","4405.05","3524.04","1","Bereich-2","prd-91","12-43653-1","C-53"
"1086","12/22/2027","2027","Mexiko","Durango","7329.90","5863.92","","Bereich-5","prd-10","8-43649-1","C-109"
"1087","12/23/2027","2027","Deutschland","Hamburg","5429.85","4343.88","1","Bereich-5","prd-8","3-43663-1","C-65"
"1088","12/24/2027","2027","Südkorea","Bucheon","10140.30","8112.24","","Bereich-3","prd-74","5-43655-1","C-65"
"1089","12/25/2027","2027","USA","Montgomery","6071.70","4857.36","","Bereich-2","prd-88","1-43660-1","C-76"
"1090","12/26/2027","2027","Vereinigtes Königreich","Birmingham","7130.25","5704.20","1","Bereich-1","prd-54","10-43651-1","C-115"
"1091","12/27/2027","2027","USA","Montgomery","6353.85","5083.08","","Bereich-4","prd-26","12-43654-1","C-53"
"1092","12/28/2027","2027","Deutschland","Nürnberg","9379.80","7503.84","1","Bereich-4","prd-30","3-43664-1","C-65"
"1093","12/29/2027","2027","Südkorea","Bucheon","9439.65","7551.72","","Bereich-2","prd-87","5-43656-1","C-65"
"1094","12/30/2027","2027","China","Luoyang","5171.55","4137.24","","Bereich-3","prd-78","4-43656-1","C-124"
"1095","12/31/2027","2027","Deutschland","Nürnberg","9021.30","7217.04","","Bereich-3","prd-71","3-43665-1","C-65"
"1096","1/1/2028","2028","Südkorea","Bucheon","5113.80","4091.04","","Bereich-3","prd-61","6-43651-1","C-85"
"1097","1/2/2028","2028","USA","Montgomery","7737.15","6189.72","","Bereich-4","prd-29","1-43661-1","C-76"
"1098","1/3/2028","2028","China","Luoyang","6868.80","5495.04","","Bereich-3","prd-62","11-43648-1","C-137"
"1099","1/4/2028","2028","China","Luoyang","5157.30","4125.84","1","Bereich-4","prd-24","4-43657-1","C-124"
"1100","1/5/2028","2028","Südkorea","Bucheon","10564.05","8451.24","1","Bereich-2","prd-81","5-43657-1","C-65"
"1101","1/6/2028","2028","Südkorea","Bucheon","5310.45","4248.36","","Bereich-3","prd-72","6-43652-1","C-85"
"1102","1/7/2028","2028","Südkorea","Bucheon","4947.75","3958.20","","Bereich-5","prd-19","2-43657-1","C-107"
"1103","1/8/2028","2028","China","Luoyang","4057.20","3245.76","","Bereich-5","prd-7","4-43658-1","C-124"
"1104","1/9/2028","2028","USA","Montgomery","6479.40","5183.52","","Bereich-5","prd-3","1-43662-1","C-76"
"1105","1/10/2028","2028","Südkorea","Bucheon","8243.85","6595.08","","Bereich-2","prd-96","5-43658-1","C-65"
"1106","1/11/2028","2028","China","Luoyang","5644.65","4515.72","","Bereich-1","prd-56","4-43659-1","C-124"
"1107","1/12/2028","2028","Südkorea","Bucheon","6676.65","5341.32","","Bereich-1","prd-54","5-43659-1","C-65"
"1108","1/13/2028","2028","Südkorea","Bucheon","4021.80","3217.44","","Bereich-4","prd-34","2-43658-1","C-107"
"1109","1/14/2028","2028","USA","Montgomery","8594.40","6875.52","","Bereich-4","prd-32","1-43663-1","C-76"
"1110","1/15/2028","2028","Vereinigtes Königreich","Birmingham","4926.75","3941.40","","Bereich-5","prd-3","7-43653-1","C-141"
"1111","1/16/2028","2028","Deutschland","Nürnberg","8622.15","6897.72","","Bereich-1","prd-45","3-43666-1","C-65"
"1112","1/17/2028","2028","Mexiko","Durango","6930.90","5544.72","","Bereich-2","prd-96","9-43651-1","C-117"
"1113","1/18/2028","2028","USA","Montgomery","5569.95","4455.96","","Bereich-2","prd-92","12-43655-1","C-53"
"1114","1/19/2028","2028","China","Shenyang","5395.35","4316.28","","Bereich-5","prd-6","4-43660-1","C-124"
"1115","1/20/2028","2028","Deutschland","Nürnberg","7019.55","5615.64","","Bereich-4","prd-37","3-43667-1","C-65"
"1116","1/21/2028","2028","Mexiko","Durango","3688.65","2950.92","1","Bereich-3","prd-72","9-43652-1","C-117"
"1117","1/22/2028","2028","Südkorea","Bucheon","5586.30","4469.04","","Bereich-1","prd-57","5-43660-1","C-65"
"1118","1/23/2028","2028","USA","Montgomery","5505.00","4404.00","1","Bereich-1","prd-45","12-43656-1","C-53"
"1119","1/24/2028","2028","Südkorea","Bucheon","6023.10","4818.48","","Bereich-1","prd-44","2-43659-1","C-107"
"1120","1/25/2028","2028","Mexiko","Durango","2193.60","1754.88","","Bereich-2","prd-92","9-43653-1","C-117"
"1121","1/26/2028","2028","China","Shenyang","4431.75","3545.40","","Bereich-1","prd-45","4-43661-1","C-124"
"1122","1/27/2028","2028","Südkorea","Anyang","4134.75","3307.80","","Bereich-3","prd-72","2-43660-1","C-107"
"1123","1/28/2028","2028","Südkorea","Anyang","4602.30","3681.84","","Bereich-4","prd-32","2-43661-1","C-107"
"1124","1/29/2028","2028","Vereinigtes Königreich","Birmingham","8779.20","7023.36","","Bereich-2","prd-100","10-43652-1","C-115"
"1125","1/30/2028","2028","Mexiko","Durango","6492.30","5193.84","","Bereich-3","prd-72","9-43654-1","C-117"
"1126","1/31/2028","2028","China","Shenyang","5561.25","4449.00","","Bereich-3","prd-61","4-43662-1","C-124"
"1127","2/1/2028","2028","Südkorea","Anyang","3491.25","2793.00","1","Bereich-2","prd-96","2-43662-1","C-107"
"1128","2/2/2028","2028","Südkorea","Anyang","4682.85","3746.28","1","Bereich-5","prd-5","6-43653-1","C-85"
"1129","2/3/2028","2028","Südkorea","Anyang","9327.00","7461.60","","Bereich-4","prd-29","5-43661-1","C-65"
"1130","2/4/2028","2028","Südkorea","Anyang","4667.70","3734.16","","Bereich-2","prd-81","2-43663-1","C-107"
"1131","2/5/2028","2028","USA","Montgomery","7501.05","6000.84","","Bereich-4","prd-25","1-43664-1","C-76"
"1132","2/6/2028","2028","USA","Montgomery","9297.75","7438.20","","Bereich-1","prd-48","1-43665-1","C-76"
"1133","2/7/2028","2028","Deutschland","Nürnberg","8548.95","6839.16","","Bereich-1","prd-49","3-43668-1","C-65"
"1134","2/8/2028","2028","USA","Montgomery","5713.65","4570.92","","Bereich-2","prd-89","1-43666-1","C-76"
"1135","2/9/2028","2028","China","Shenyang","4125.75","3300.60","","Bereich-5","prd-13","11-43649-1","C-137"
"1136","2/10/2028","2028","Südkorea","Anyang","6262.65","5010.12","","Bereich-3","prd-67","5-43662-1","C-65"
"1137","2/11/2028","2028","China","Shenyang","5613.00","4490.40","","Bereich-2","prd-94","4-43663-1","C-124"
"1138","2/12/2028","2028","China","Shenyang","5003.70","4002.96","","Bereich-3","prd-67","4-43664-1","C-124"
"1139","2/13/2028","2028","China","Shenyang","4386.45","3509.16","","Bereich-4","prd-37","4-43665-1","C-124"
"1140","2/14/2028","2028","Deutschland","Nürnberg","7527.15","6021.72","","Bereich-2","prd-99","3-43669-1","C-65"
"1141","2/15/2028","2028","China","Shenyang","5089.05","4071.24","","Bereich-5","prd-16","11-43650-1","C-137"
"1142","2/16/2028","2028","Mexiko","Durango","5820.15","4656.12","","Bereich-2","prd-81","9-43655-1","C-117"
"1143","2/17/2028","2028","Südkorea","Anyang","8481.75","6785.40","","Bereich-4","prd-35","5-43663-1","C-65"
"1144","2/18/2028","2028","USA","Montgomery","6945.45","5556.36","","Bereich-5","prd-19","1-43667-1","C-76"
"1145","2/19/2028","2028","China","Shenyang","5942.70","4754.16","1","Bereich-2","prd-92","4-43666-1","C-124"
"1146","2/20/2028","2028","Südkorea","Anyang","7858.20","6286.56","","Bereich-4","prd-25","5-43664-1","C-65"
"1147","2/21/2028","2028","China","Shenyang","5490.30","4392.24","","Bereich-3","prd-67","4-43667-1","C-124"
"1148","2/22/2028","2028","Deutschland","Nürnberg","8147.10","6517.68","","Bereich-3","prd-78","3-43670-1","C-65"
"1149","2/23/2028","2028","China","Shenyang","3692.25","2953.80","","Bereich-3","prd-77","11-43651-1","C-137"
"1150","2/24/2028","2028","Deutschland","Nürnberg","5899.80","4719.84","","Bereich-1","prd-45","3-43671-1","C-65"
"1151","2/25/2028","2028","USA","Montgomery","5144.55","4115.64","","Bereich-3","prd-77","1-43668-1","C-76"
"1152","2/26/2028","2028","Südkorea","Anyang","6907.20","5525.76","","Bereich-2","prd-96","5-43665-1","C-65"
"1153","2/27/2028","2028","Vereinigtes Königreich","Birmingham","4138.95","3311.16","","Bereich-4","prd-35","7-43655-1","C-141"
"1154","2/28/2028","2028","Südkorea","Anyang","4523.40","3618.72","","Bereich-1","prd-45","6-43654-1","C-85"
"1155","2/29/2028","2028","USA","Montgomery","7556.85","6045.48","","Bereich-2","prd-84","1-43669-1","C-76"
"1156","3/1/2028","2028","Südkorea","Anyang","7718.10","6174.48","","Bereich-4","prd-24","5-43666-1","C-65"
"1157","3/2/2028","2028","Mexiko","Durango","8208.45","6566.76","1","Bereich-4","prd-35","8-43650-1","C-109"
"1158","3/3/2028","2028","Südkorea","Anyang","3796.05","3036.84","","Bereich-4","prd-39","6-43655-1","C-85"
"1159","3/4/2028","2028","Deutschland","Nürnberg","8824.20","7059.36","","Bereich-3","prd-76","3-43672-1","C-65"
"1160","3/5/2028","2028","USA","Montgomery","6566.85","5253.48","","Bereich-2","prd-92","12-43657-1","C-53"
"1161","3/6/2028","2028","China","Shenyang","6194.85","4955.88","","Bereich-5","prd-9","11-43652-1","C-137"
"1162","3/7/2028","2028","USA","Topeka","7449.30","5959.44","","Bereich-2","prd-81","1-43670-1","C-76"
"1163","3/8/2028","2028","Mexiko","Durango","5549.40","4439.52","","Bereich-4","prd-31","9-43656-1","C-117"
"1164","3/9/2028","2028","China","Shenyang","6672.60","5338.08","","Bereich-5","prd-1","11-43653-1","C-137"
"1165","3/10/2028","2028","Deutschland","Nürnberg","5804.85","4643.88","","Bereich-5","prd-9","3-43673-1","C-65"
"1166","3/11/2028","2028","Südkorea","Anyang","9264.75","7411.80","","Bereich-2","prd-87","5-43667-1","C-65"
"1167","3/12/2028","2028","Deutschland","Nürnberg","9183.00","7346.40","","Bereich-4","prd-23","3-43674-1","C-65"
"1168","3/13/2028","2028","Südkorea","Anyang","4847.70","3878.16","","Bereich-4","prd-36","2-43664-1","C-107"
"1169","3/14/2028","2028","Deutschland","Nürnberg","5431.35","4345.08","","Bereich-4","prd-34","3-43675-1","C-65"
"1170","3/15/2028","2028","Vereinigtes Königreich","Birmingham","3208.50","2566.80","","Bereich-3","prd-77","7-43657-1","C-141"
"1171","3/16/2028","2028","China","Shenyang","6310.95","5048.76","","Bereich-3","prd-62","4-43668-1","C-124"
"1172","3/17/2028","2028","Vereinigtes Königreich","Birmingham","4195.05","3356.04","","Bereich-2","prd-99","7-43659-1","C-141"
"1173","3/18/2028","2028","Deutschland","Nürnberg","5496.45","4397.16","","Bereich-4","prd-35","3-43676-1","C-65"
